Sentence,Sentiment
target company tieto corporation business identity code date change holding january portion share vote current group holding op pohjola group central cooperative opk share represents share voting right,neutral
september finnish electrical component maker salcomp oyj hel salv announced today launch latest twist charger platform,neutral
rio tinto swing loss drop dividend policy,negative
earnings per share eps amounted loss eur,negative
db julius baer emerge potential bidder barclays asia wealth unit,positive
refile aviva investor move bln euro asset axa fund arm,negative
finnish national carrier said net loss april june euro million net profit euro million year earlier,negative
point village designed scott tallon walker include shopping center office premise hotel cinema,neutral
nokia share price fell le one percent euro helsinki siemens share fell percent euro frankfurt,negative
tsla wish put back see find support around pop get back http co hfklqwobv,negative
trade accordance agreement announced march,neutral
operating loss amounted eur mn compared profit eur mn year earlier,negative
october finnish metal product company componenta oyj hel cthv said yesterday net loss narrowed eurm first nine month eur period,positive
permanent magnet generator power converter today preferred solution new wind turbine design company said,neutral
following issue new share constitute percent firm capital,neutral
alexandria va march patrik flykt timo alakoski helsinki finland tapio suihko nadarajah asokan espoo finland developed method mobility support internet type protocol traffic communication system,neutral
sony ericsson nokia dominated list best selling handset five model,positive
offering also cover localisation service related production transfer finnish company customer already production asian market made decision transfer production,neutral
finland metal sector company componenta laying temporarily staff pori mill christmas till january,neutral
acinvestorblog spy eod run,positive
agreement provide switch double converter capacity whilst opening manufacturing location china,positive
situation coated magazine printing paper continue weak,negative
spy hang bull hat yet next week pop higher qe hope back fed day meeting,positive
britain ftse fall back ashtead commodity pressure,negative
astrazeneca sell u drug right perrigo mln,positive
russia accounted lagardere magazine division revenue eur mn usd mn usa,neutral
maximum employee work karttakeskus responsible producing geographic information service affected company added,neutral
aberdeen post h outflow say condition remain challenging,negative
real corporation press release november real corporation second best company material sector including e g forest industry company carbon disclosure leadership index cdli nordic report,positive
verizon accused hurting rival,negative
basis competitive bidding ooo kitai stroi russian subsidiary china state construction engineering corporation construction company owned china state selected main constructor,neutral
cision say sale return u k operation profitability,positive
nvda sideways,neutral
consolidated operating profit excluding one item eur mn eur mn year earlier,positive
passenger rise easyjet aer lingus,positive
u k stock little changed near record barclays shell fall,negative
making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation,negative
kraft cadbury britvic total recall pulling product affect profit,negative
relation city damaged comment mr ashley criticising city investor analyst cry baby,negative
company website www ahlstrom com,neutral
adp news feb finnish broadband data communication system solution company teleste oyj hel tltv said today net profit decreased eur million usd eur million,negative
stakeholder comptel involved workshop meeting filed comment issue greatest importance competitive sector industry,neutral
diageo sale disappoint currency comparative leave bitter taste,negative
dji overbought aapl axp ba cvx ibm intc vz http co wmypnomjf,negative
stead based soft drink usual teho energy drink made fresh water,neutral
application considered hacking application classified f secure riskware,neutral
upon completion deal panostaja establish new business area within group focus heat treatment metal,neutral
componenta also offer five year subordinated loan subscription public,neutral
quarterly diluted eps continuing operation came eur compared last year eur,positive
incap headquartered oulu finland electronics contract manufacturer employee finland estonia india,neutral
spy could pride social medium gettin ready fall fb chart rolling,negative
net sale revenue per passenger expected increase,positive
pretax profit totaled eur mn eur mn,negative
pleased welcome tapeks noma cramo group,positive
sale result capital loss eurm solidium obtained tikkurila share march,negative
net sale decreased eur million eur million,neutral
cash flow operating activity investment eur million eur million,neutral
ouch look like tsla short getting skinned,positive
fb nice buyable intraday dip right,positive
ism not disclose financial result daily said,neutral
baltic country sale fell russia term euro term local currency,negative
finnish airline finnair starting temporary layoff cabin crew february,negative
order included wartsila order book second quarter company added,neutral
according olvi managing director lasse aho company ongoing mmx plus project aim find growth outside finland,positive
net profit three month march fell xac million u million xac million year earlier finnish company said,neutral
tesco criticised disgraceful advert showing domestic worker slapped,negative
aapl big seems falling towards,negative
update pricey beer lift sabmiller quarterly underlying sale,positive
adp news feb finnish construction company lemminkainen oyj hel lem said today net profit decreased eur million usd eur million,negative
operating profit totaled eur mn eur mn,positive
easyjet lead britain ftse lower global bond rout resume,negative
technik still smaller gild po tender cash due volatility reluctant keep many big position,positive
repeat see operating profit reporting helsinki newsroom keywords tecnomen result,negative
intc finally nice downside move looking handle break,negative
uncertainty still exist however,neutral
real estate company posted net loss ó xa ¼ million ó xa ¼ per share compared net profit ó xa ¼ million ó xa ¼ per share corresponding quarter,neutral
thanks internet consumer compare product previously finnish company not competitive,negative
operating profit improved er mn eur mn,positive
incap expects revenue eur million,neutral
fb tsla cracking lower early short correction stock,negative
bae system sale boosted european typhoon currency,positive
delighted announce support intel based handheld platform capability made development easier faster,positive
hsbc appoints business leader board,positive
finnish plumbing heating system supplier uponor net sale continuing operation decreased eur mn eur mn,negative
whitbread bos andy harrison defends sale fall blip,negative
circulation revenue increased finland sweden,positive
adpnews aug finnish medium group ilkka yhtyma oyj hel ilk said today net profit fell year eur million usd first half,negative
helsinki finland sept globe newswire ixonos plc expands company smartphone r service establishes new next generation smartphone design unit connection ixonos site jyvaeskylae,positive
consolidated operating profit continuing operation decreased eur mn eur mn,negative
earnings per share quarter also higher year year eur versus market expectation eur,positive
belarus oao lidskoe pivo brewery based grodno region reported decrease output million decaliter january march representative administration company told,negative
addition kone signed two year maintenance contract escalator,positive
payment share shall effected subscription,neutral
sale seppala diminished per cent,negative
company pay dividend eur per share total eur mn,neutral
dirk jones head financial institution client sale management gts citigroup inc said citi extremely pleased providing global custody service pohjola group bank,positive
st petersburg oct prime ta finnish tire producer nokian tyre plan invest million euro expansion tire plant city vsevolozhsk russia leningrad region company president kim gran told reporter thursday,positive
launch new g handset nokia aim become winner china g market g market,positive
aspo plc stock exchange announcement may increase share capital aspo plc totaling eur registered today,positive
majority company personnel finland temporarily laid one six week period february june period,neutral
finnish pharmaceutical company orion report profit tax eur mn third quarter eur mn corresponding period,positive
retail giant kingfisher report solid start year,positive
megaas aapl mcdonalds big growing success year bigmac apple update improbe iphone ipad,positive
tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind route stockholm riga passenger helsinki stockholm route,negative
earnings per share quarter came eur eur quarter year earlier,positive
company may time possession one tenth share maximum,neutral
resulted improved sale figure sweden,positive
sale finland decreased january sale outside finland dropped,negative
operating profit totaled eur mn eur mn corresponding period,negative
operating profit excluding non recurring item totaled eur mn compared eur mn corresponding period,negative
operating profit half glisten invested brand management team,neutral
glencore slump percent debt fear grow,negative
effect may remain short lived however,neutral
total project duration three year valued eur,neutral
potential defect third row seat belt tesla motor recall model x suv tsla http co yvydncdndi,negative
finnish bank àland report operating profit eur mn first quarter eur mn corresponding period,negative
not,neutral
currently yit build housing estate zapadnye vorota square metre city house square metre completed end,neutral
ab inbev look win sabmiller investor,positive
deal line etteplan strategy operate partner global customer provide industrial technology design service,neutral
diesel margin remained high,positive
result transaction aggregate holding burrill life science capital fund l p decreased per cent total number share vote company,negative
recently founded virent energy system inc person catalytic biofuels company president ceo led company multiple financing defined company market strategy secured company first customer,neutral
financialwire tm not press release service receives compensation news opinion distribution,neutral
furthermore efficiency improvement measure initiated earlier bearing fruit ceo jan lang said,positive
okmetic used furnace contract manufacturing solar crystal,neutral
change market situation tougher price competition substantially reduced demand bread packaging manufactured kauhava plant according company,negative
companiesnew aggreko ceo reshape business strip cost,positive
originally posted pcmag com security blog security watch,neutral
finnish communication electronics component supplier scanfil oyj tuesday said sale first half lower period year ago,negative
group order portfolio decreased eur mn eur mn,neutral
profit tax decreased eur mn first nine month compared eur mn year earlier,negative
staff recruited japan complement network close service location country worldwide,positive
last year sysopen digia invested ibm product know building portal trading place system successfully implemented customer solution supported,positive
industry newswolseley confident reslilience amid mixed market,positive
also technopolis plan build million euro technology park special economic zone neudorf st petersburg st petersburg government said february,neutral
capman six investment area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team fund,neutral
operating profit grain trading increased eur mn eur mn,positive
aapl aapl gundlach slam ipad mini see downside http stks co bdqv,negative
seven month sale ragutis controlled finnish brewery olvi declined percent million liter company held percent market,negative
total wonderware certified si available integrate support wonderware product intouch « hmi software industrialsql server historian wonderware information server dt analyst software qi analyst spc software,neutral
operating loss totalled eur mn compared loss eur mn corresponding period,negative
investment worth approximately eur mn,neutral
company make garden tool scissors consumer good said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,positive
standard chartered not raising capital yet dividend cut,negative
london stock exchange shareholder approve merger deutsche bã¶rse,positive
profit period totaled eur mn eur mn corresponding period,positive
valeant ceo pledge heed critic painful experience,negative
pm omx helsinki pct omx helsinki pct lower mln eur turnover,neutral
adjusted change group structure division net sale increased,positive
save long http co yejuscmlc,positive
twtr best scenario going forward stock slowly falling everyday quite probable,negative
second quarter group net profit rose eur million eur million april june,positive
stockmann swedish sector company ab lindex entered agreement september whereby stockmann wholly owned subsidiary make public tender offer lindex issued share,positive
seven month sale ragutis controlled finnish brewery olvi declined percent million liter company held percent market,neutral
operating profit nine month period decreased eur net sale increased eur compared corresponding period,negative
investor continue interested company share although not quite cheap affarsvarlden said,positive
rb pay billion scrap u k treasury dividend right,neutral
bm middle layer headbox equipped dilution control system,neutral
vxx adding position,positive
market report aviva top market trader approve choice friend,positive
operating income rose eur mn eur mn,positive
five different game mode co op tournament player split screen multiplayer mode player much fun would actually fishing,neutral
first half bank operating profit fell eur mn eur mn net interest income increased eur mn eur mn first half,negative
finland bank àland report operating profit fell eur mn second quarter eur mn second quarter,negative
group also strong global position fishing category,positive
tsla recalling pretty much every single model x cnnbrk got short even work jump money trade,negative
moody said gave p long term senior unsecured p p short term debt rating finnish lender aktia bank eurbn usd bn euro medium term note emtn program march,neutral
slv awful,negative
deal process crane russian steel mill pntz pervorouralsky order placed turkish construction company gama endustri tesisleri imalat montaj,neutral
london open taylor wimpey ashtead drive market higher barclays fall,positive
addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training start service,neutral
zip expert warned tuesday,neutral
could,neutral
systeemitiimi sale project resource also strengthened director paul skogberg said,positive
recently company decided build second identical plant site due commissioned toward end,neutral
operating profit eur mn loss eur mn year earlier,positive
intercontinental hotel first quarter global room revenue lag estimate,negative
operating profit eur mn eur mn,positive
paper company negative territory stora enso r shedding pct eur upm kymmene pct eur real b pct lower eur,negative
last year upm cut production closed mill finland slashed job,negative
asset management expert manage asset worth eur billion,neutral
fastjet slam easyjet founder stelios going public taking legal advice letter contractual,negative
oil major like royal dutch shell chevron bp fail find reserve counter,negative
sale seppala diminished per cent,neutral
infection worry prompt regulatory review gilead leukaemia drug gild http co hvqxpzg via yahoofinance,negative
astrazeneca lung cancer drug tagrisso get fda approval,positive
glencore slump pct debt fear grow,negative
dismissed staff member take matter court unless settled outside,negative
samsung currently occupies third place lost ground quarter dropping share overall,negative
contract raute corporation muling kemian wood product co ltd announced november taken effect,neutral
third quarter fiscal efore swung net loss eur versus net profit eur corresponding period fiscal,negative
group net sale eur million employ people country,neutral
revenue business reached nok million,neutral
store march finnish stationery gift retailer tiimari hel tiiv said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,neutral
total job reduced raahe steel work,negative
bought celg ready bounce,positive
ackman email say support valeant ceo pearson,positive
decision mean temporary lay offs fixed duration company nastola jyvaskyla unit southern central finland respectively,negative
nokia u share percent lower gmt,neutral
solution used upgrading network russian mso different city russia,positive
paper company real calculated biscuit carton made using gsm lighter board co saved course month would equal generated driving km car,neutral
l g still paying price dividend cut crisis chief say,negative
trip maintains neutral rating jp morgan pt cut,neutral
kone listed nordic exchange helsinki,neutral
operating profit excluding non recurring item eur million compared eur million,negative
return flight stuttgart every morning well evening departure thursday friday sunday,neutral
aapl double bottom could keep mind,positive
aviva friend life top forecast ahead billion pound merger,positive
repurchase shall decrease distributable capital reserve,negative
csx today report wall street expecting eps revenue b,positive
decision resolve meego stronger continued,positive
already allocated money inventory,neutral
update bp settle oil spill related claim halliburton transocean,negative
watch bancos holding relatively well compared broad market xlf bac g c large c buying bac backburner,positive
ea launch origin online game distribution mac http stks co aktu via macrumors ea,positive
naturalgas settle year low dbo bno http stks co dqx,negative
gps gap september comparable store sale,negative
jon risfelt year old hold master science chemical engineering swedish royal institute technology,neutral
morrison finance chief fill gap ceo leaf early,negative
border guard service banned mooring company car shipping ferry test travel railroad car terminal russian port border checkpoint not yet ready,neutral
user vetr bearish tesla motor inc indicating sell rating star tsla http co vvpzqcxsnj,negative
revenue quarter totaled billion percent billion fourth quarter,neutral
tesco share price jump q sale top estimate,positive
micron technology inc nasdaq mu today since put short http co eqqltfuiou,negative
finnish fiber plastic product maker suominen corporation said net loss narrowed mln euro mln first nine month mln euro mln period,positive
companiesandmarkets com provides wide range research report industry statistic competitive intelligence industrial sector,neutral
company expects net sale whole remain level,negative
companiesactelion share hit record shire takeover talk,positive
commission applauded applying fact based data driven approach providing clarity future petition,positive
finnish forest machinery manufacturer ponsse issued profit warning,negative
rt acinvestorblog aapl still track,positive
nflx tsla making kind gain 📈,positive
luv continues consolidate previous break area,positive
company slipped operating loss eur million profit eur million,negative
commission income decreased eur mn compared eur mn third quarter,neutral
pretty steady accumulation support today purdy agu,positive
commission income decreased eur mn compared eur mn third quarter,negative
e f nice little cup handle shaping minute end day spy spx favour good day index see gap open,positive
company confirmed estimate lower revenue whole year ago eur given interim report august,negative
expe working second leg reversal run break another trend continues higher http co dsjysyr,positive
altia operating profit jumped eur million eur million,positive
crm sep call since entry bang http stks co dedm,positive
nokia calling innovator africa competition specifically launched enable developer create locally relevant best breed mobile application,positive
new production line novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,neutral
vaisala board director propose dividend euro per share company annual general meeting,neutral
erkki jarvinen president rautakirja head sanoma trade division leave current task spring similar position outside sanoma group,neutral
wpp win race programmatic buying agency essence digital,positive
master business administration mba,neutral
finnish financial group aktia operating profit increased eur mn eur mn,positive
dubai nokia announced launch come music ground breaking service introduces new way people enjoy music,positive
cash flow operation recent quarter also reached eight year low,neutral
product delivery not interrupted refiner said giving financial detail,neutral
iwm condition sent market tumble hitting week,negative
orion net profit third quarter decreased mln euro mln mln euro mln year earlier,negative
company estimate net sale increase considerably operating result clearly positive,positive
exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie,neutral
abn amro capital agreed sell helsinki based designer homeware producer iittala oyj crosstown consumer product group fiskars corp eur million eur million million million,neutral
net profit fell almost half é million é million end,negative
thanks internet consumer compare product previously finnish company not competitive,neutral
benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service,positive
starbucks digital strategy drive significant growth customer loyalty sbux http co xklzuik,positive
project also implies underground parking lot vehicle,neutral
elcoteq elcoteq se leading electronics manufacturing service em company communication technology field,positive
qualcomm estimated first quarter profit cent share excluding certain item analyst estimate cent share,neutral
adp news dec finnish construction engineering company outotec oyj omx otev said today eur million usd order expand phosphate concentrator siilinjarvi norwegian minera,positive
transaction also rationalize pulp paper industry related solution,positive
tieto looking energy solution would best support idea sustainable development happy able provide solution saysjouni haikarainen vice president fortum,positive
finnish investment group panostaja oyj said net profit went mln euro mln fiscal ended october mln euro mln period fiscal,positive
happy working rapala encourage boater angler introduce newcomer sport said rbff president ceo frank peterson,positive
gld http stks co jr daily chart though rsi stoch point possible move lot resistance,positive
tesla motor recall model x suv tsla http co fdxaegi,negative
sanoma news advertising sale decreased year,negative
product range includes marinated olive cold cut pate example,neutral
aapl afternoon selloff usual brutal get ready lose ton money,negative
neste oil publish third quarter result friday october approximately eet,neutral
earnings per share eps decreased eur eur,negative
stockoptionexpert mat big trader added april put contract day ago http stks co col,negative
according finnish petrol station chain st managing director kim wiio company forced make purchase rising price first half consumer price going almost daily due competition,negative
price kroon par value bond kroon primary issue,neutral
currency effect pct mln euro mln negative impact revenue,neutral
kior god market getting crushed today got ta hold anything g recover tomorrow imagine,negative
tool patent pending design allows consumer lay entire project removable plate using multiple clear stamp kind,neutral
stora enso target cut eur eur holmen target sek sek,neutral
japan asahi submit bid next week sabmiller grolsch peroni yomiuri,positive
return investment compared negative,positive
patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,neutral
come short marchin gmcr lovin,negative
save breaking downtrend line increasing volume move could see upside http stks co ly,positive
total number voting right,neutral
agreement must approved russian competition authority enters force,neutral
isrg pt raised leerink keep outperform rated,positive
cost cutting measure produced around eurm saving past nine month dampened airline loss finnair said,positive
p bull flag daily earnings table tomorrow move straddle one earnings lot vol guaranteed,positive
also cba issue benchmark year fixed rate deal euro,neutral
helsinki thomson financial kemira growhow swung profit first quarter earnings improved sale especially fertilizer business europe normally stronger first quarter,positive
group net sale third quarter totaled eur mn operating profit eur mn,neutral
operating loss amounted eur mn compared profit eur mn second quarter,negative
operating margin came,negative
second quarter company net profit eur compared net loss eur april june,positive
google inc completes acquisition icoa inc http stks co nfei icoa goog,positive
operating profit excluding non recurring item totaled eur mn compared eur mn corresponding period,neutral
tesco share price dip blinkbox book close ending supermarket digital,negative
efore ceo reijo maihaniemi said company developed already delivered power supply unit respective system based technology chinese sector company zte corp,neutral
information released september nokia american depositary share fell,negative
piloting instrument developed according experience gained,neutral
viking pay eur million new ship completed january,neutral
rd red day row tsla,negative
thus method cut working cost fasten planning building process,positive
nvestor soda float short lol http stks co edfp,negative
winner not present win,neutral
short interest increase yet http stks co eh via ryandetrick spy,negative
future company intends look know outside company cooperate actor sector,positive
company able keep market position,positive
administrator indicated need job cut irish insurer next month,neutral
stora enso said delight suitable wide range application including food cosmetic home decoration leisure product,neutral
time profit company increased h reached l,positive
bond value eurm maturity year,neutral
rising cost forced packaging producer huhtamaki axe job hampshire manufacturing plant,negative
upm kymmene corp world largest maker magazine paper tuesday reported percent profit drop lower paper price higher cost strong euro hurt revenue,neutral
polish business employ people net sale eur mn,neutral
preparing breakout trade netflix nflx http co czhixtuag http co zqbxald,positive
beaten internet company may ripe takeover target twitter twtr linkedin lnkd yahoo yhoo groupon grpn,positive
finnish outokumpu technology awarded several new grinding technology contract,positive
nevertheless development not allowed ruin print newspaper continues sanoma news main medium,neutral
finnish aktia group operating profit rose eur mn first quarter eur mn first quarter,positive
outotec oyj press release december outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customer increase business growing indian market,positive
mo looking good call active month weekly,positive
mr kivimeister said john deer former timberjack stand win situation control around estonia forest machinery market,positive
nokia multimedia net sale totaled eur bn corresponding period,positive
academic claim google android two factor authentication breakable security authentication hacking goog http co njxmnrglo,negative
cash flow operation rose eur mn eur mn,positive
isolationism another sell rating sell rating spy qqq iwm several company http co jfnnx aapl apple axp bac,negative
adpnews oct finland based consultancy tieto oyj hel tiev said today net profit plunged eur million usd first nine month eur million period,neutral
pretax profit decreased eur mn eur mn fourth quarter,neutral
sale tiimari segment fell year year eur june,negative
outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,neutral
trlpc crh back lafarge holcim asset buy bln euro bridge loan,positive
finnish airline finnair deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki finland,positive
seller founder company,neutral
ahms also offer hotel hotel project consultancy management service brand franchise training sale marketing service pan india basis,neutral
total need staff cut corresponds man year,negative
company said operation sold newly established company cps gmbh present management plastic business co owner,neutral
technopolis plan develop stage area le square meter order host company working computer technology telecommunication statement said,neutral
sale result gain eur million second quarter oriola kd support finnish company strategy focus pharmaceutical wholesale retail operation,positive
shire say internal synergy goal baxalta deal higher,positive
ssh communication security corp stock exchange release october pm company update full year outlook estimate result remain loss full year,negative
shopping center opened st petersburg russia november turn cash flow finnish department store chain stockmann russian operation positive first time,positive
hard find new buyer tsla short continue pile,negative
loss period totalled eur mn compared profit eur mn,negative
bg crane strong partner hiab australia many year,neutral
expansion finalized autumn,neutral
food sale totalled eur mn october representing decrease october,negative
helsinki afx cargotec said bought pct stake indital construction machinery ltd bangalore based company make fork lift truck mobile crane undisclosed sum,neutral
mursula said tried gather macro economic perspective see malaysia,neutral
business sale euro million million responsible sale marketing lanxess paper chemical business kemira bought euro million early year cw jan p,neutral
project x mw coal fired power plant located km south hanoi company said,neutral
v potential bearish shark pattern point b taken http stks co iggh,negative
pretax profit group life insurance business increased eurm eurm,positive
according l ñnnen tehtaat ceo matti karppinen company aim deliver fish product customer day earlier currently,neutral
amazon declares best ever black friday cyber monday kindle family http stks co cetw via engadget amzn,positive
neste oil corp signed long term procurement contract honkajoki oy findest protein oy owned finnish food manufacturer supply animal fat biodiesel production neste b cd porvoo finland refinery,positive
consisting seven interconnected unit mega image logistics center metre length metre height,neutral
yit construction town riihim ñki signed lease contract whereby town occupy travel centre office facility,positive
london stock exchange â€ “ deutsche boerse merger threat brexit,negative
according saarioinen managing director ilkka ñkel ñ food industry sector significant excess production machinery,neutral
previously company expected financial performance remain level,neutral
rory fitzgerald general manager operation bristol port said use low maintenance technology save per cent servicing plus load sensing hydraulics save u extra per cent fuel consumption,positive
november finnish government decreased ownership company percent percent,neutral
q april finnish forest machinery equipment maker ponsse oyj hel ponv said today expects swing net profit eur first quarter eur loss year earlier,positive
cern consolidating nice long entry w stop targeting area,positive
company expects open first online shop u summer,neutral
le ten people face pension agreement,neutral
tsla recall model x suv seat belt fix,negative
finnish meat company atrium longer promise sufficient amount domestic beef customer,neutral
net sale whole fiscal year lower operating profit estimated negative,negative
came aspo chemical aspo shipping aspo system,neutral
group operating loss eur mn profit eur mn,neutral
double bottom handle buy point wmt http chart ly mlv,positive
said losing five family month economy many make alternative arrangement save money,neutral
nokian tyre prof high safety excellently important driving quality stability mark handling braking wet road,positive
arm slammed handset sale outlook,negative
deutsche bank downgrade starbucks new loyalty program http co iylcugabc sbux,negative
implementation project carried finnish company yit association investment fund evli property investment russia epi,neutral
tom doring long successful career drive business know american market,neutral
rt alphatrends vmarkets still acting weak http stks co agn spy qqq xlf smh iwm,negative
meanwhile nokia said able deliver complete range service deployment operation consulting integration managed service result buyout,positive
nugt longer term bullish,positive
according pkc acquisition would bring significant addition pkc customer base,positive
january september group net sale continuing operation rose eur mn eur mn corresponding period,positive
also strengthen ruukki offshore business,positive
tesco asda sale fall march discounter continues kantar,negative
growth rate paying national debt extremely painful,negative
well known brand include fitness equipment maker precor u based ball sport equipment maker wilson,neutral
operating profit totaled eur mn slightly eur mn corresponding period,positive
vnoto follow sell signal ndx internals technical sell qqq,negative
finnlines estimated annual general meeting financially tough year due large investment,negative
nflx say time short point,negative
aapl broken downtrend dma proving stiff resistance short term http co vlzlgvihzv,positive
delighted move say morna cowie co owner double size current shop lovely feel,positive
hope clarify policy finnish business gray area motlanthe said,neutral
daily mail owner considering yahoo bid yhoo http co extzrriyp,positive
isolationism another sell rating sell rating spy qqq iwm several company http co nkwecrba aapl axp bac blue fxe,negative
aria reason short show long steady small climb best way accrue value imo,positive
stora enso third quarter pre tax profit doubled eur mn,positive
measure suominen corporation aim ensure competitiveness flexible packaging business long term,positive
milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa,neutral
kingfisher share price slide cost implement new strategy,negative
earnings per share eps decreased eur eur,negative
g see profit rise uk contract problem remain,positive
mxwl oh snap went long lt,positive
estonian electronic component factory elcoteq running material closure air traffic,negative
window awful force upgrade pc without consent window microsoft msft,negative
recommendable nokian z g according adac judgement latest summer tyre test german automobile association adac,positive
net sale eaten weak u dollar,negative
sponda property investment company specialising commercial property largest city finland russia,neutral
employee negotiation address measure needed adjust operation present production situation,neutral
operating profit margin compared year earlier,negative
credit november finnish glass technology company glaston oyj abp hel glav said today concluded eurm revolving credit facility agreement core bank,positive
counter competitor strength target weakness,neutral
aim increase sale least one fifth,positive
end day scan bullish crossover bbva pd ntls ngl sbrcy fgl mtnoy ttt www dailystockplays com,positive
upm stock fell percent euro early afternoon trading helsinki,negative
siriusxm added net new subscriber first quarter siri ceo sale marketresearch tech entrepreneur speaker,positive
compnay also said would lower price development project one third compared last november,neutral
morrison debenhams surprise city christmas bounce back,positive
cencorp would focus development manufacture marketing standard product production automation,neutral
spy long position,positive
hitk resuming advance new historical high,positive
xli potential intermediate top uptrend chart http stks co jtdf,positive
estimated synergy benefit least eurm annually,positive
finnish software hardware developer elektrobit oyj hel ebgv eb said today temporarily lay people maximum day finland aiming achieve cost saving eur million usd second half,negative
cash flow investment amounted eurm eurm,negative
adp news feb finnish solution provider affecto oyj hel afev said today net profit rose eur million usd eur million,positive
electronic version require hour copy customized client digital control custom watermark,neutral
operating profit decreased eur mn eur mn,negative
return capital employed roce negative compared,negative
operating profit three month period increased eur revenue increased eur compared corresponding period,positive
according honka japan managing director marko saarelainen honkarakenne export ready made log house japan year,neutral
maybe closing aapl call morning bad idea money left table,positive
board director also proposed dividend eur per outstanding share paid,neutral
meanwhile electrowatt ekono philippine inc also awarded three year operation maintenance contract fr cement corporation,positive
currency conversion based exchange rate time deal,neutral
amzn rejected penny weak open go r g within first min could point http co teaexxpe,negative
pretax profit totaled eur mn compared eur mn first quarter,negative
move aimed boosting sale cost efficiency market share finland,positive
uk housing market steady brexit dip persimmon say,positive
fast gww daily sale slowing pretty timely coincident indicator http co mbkhbkzk,negative
txrh report q eps versus estimated beating eps quarter last year,positive
cut frequency new york last year explains fall said,negative
endp sued ftc nobody buy hanging head,negative
walter investment management corp receives sell compass point wac http stks co civx,negative
cash flow business operation totalled eur mn compared negative eur mn first half,positive
total talvivaara mining company plc new share subscribed period may june company stock option right,neutral
operating cash flow investment totalled eur mn compared eur mn corresponding period,negative
significance teleste emphasised large size growing economy well rapid development tv service distribution industry poland viewed attractive market,positive
technopolis st petersburg government signed cooperation memorandum october set techno park neudorf production zone village strelny st petersburg suburb,positive
corresponding increase share capital eur entered trade register today,neutral
supreme court upholds million jury award exxonmobil,negative
shuweihat got way july project awarded desalination power contractor,neutral
not optimistic amzn fundementals chart look like poopoo quarter,negative
took endp long using vwap guide,positive
also construction expense gone russia,negative
finnish business software group affectogenimap oyj said net profit halved mln euro mln first nine month mln euro mln period,negative
sale improved sek mn compared sek mn,positive
key price watch nflx previous double top reject http stks co siyn,negative
yit lodged counter claim neste oil totaling eurm primarily based work carried contract additional cost incurred due prolongation project,negative
aspokem posted operating profit mln euro mln net sale mln euro mln,neutral
ddd system ddd stock receives rating downgrade today jefferies http stks co gcqd,negative
earnings per share eps amounted eur loss eur,positive
cramo slipped pretax loss eur million pretax profit eur million,negative
risk exposure non life insurance moving month expense function non life insurance excluding expense investment management expense service rendered non life insurance investment portfolio allocation,neutral
net sale fell previous accounting period,neutral
operating result month period decreased profit eur turnover decreased eur compared,neutral
moment valio not worried ban continues long may become quite problem,negative
intuitive surgical isrg great financial position take look http co vahhjacbfg http co hqtqxou,positive
strong growth continued also china,positive
july finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eurm second quarter net loss eurm corresponding period last year,positive
omx helsinki ended pct lower omx helsinki pct bln eur turnover,negative
huhtamaki market biggest faller pct lower eur omx helsinki pct higher omx helsinki pct,negative
last year finnair recorded percent growth asian sector carrying million passenger two continent,positive
emerging market raisio chosen enter far marked relatively low per caput food consumption,neutral
seawind en route finnish port turku stockholm got stuck ice already around p wednesday regal star journey swedish port kapellskar paldiski northwestern estonia cut short thursday,negative
trading new share right dividend distribution fund start exchange helsinki tomorrow,neutral
nihd insider got one wrong looking bottom rsi,negative
utsi http stks co ur long setup reported good earnings,positive
comparable operating profit totaled eur mn eur mn,positive
credit suisse poaches prudential thiam asian push,positive
netapp downgraded macquarie underperform pt http co xcngwstq ntap ntap via ratingsnetwork,negative
aspocomp large factory china factory building project india halted due financing problem,neutral
term condition stock option scheme available group website,neutral
last year upm cut production closed mill finland slashed job,neutral
earnings per share eps amounted eur eur,negative
payment acquired share made cash price per share eur plus administration fee,neutral
casino red bell lvs wynn wynn unusual comibinations running red bell,negative
seminar memorandum understanding co operation signed finnish kemira company vietnam national chemical corporation,positive
gakrum nice chart show distinctive channel not dip see bottom spy,negative
broker repeated buy rating based expectation current restructuring lead clear improvement performance europe,positive
olvi posted strong set figure first six month year,positive
profit period totalled eur mn eur mn corresponding period,neutral
